Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Rating
DR9322,19.675,Low Fat,0.009505,Snack Foods,100.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,216.28,4.6
DR2417,6.798,reg,0.0,Dairy,202.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,906.74,4.9
DR9840,16.366,Low Fat,0.16506,Canned,214.52,OUT018,2009,Medium,Tier 3,Supermarket Type2,1546.15,3.6
DR5118,5.94,Low Fat,0.170757,Baking Goods,172.73,OUT013,1987,High,Tier 3,Supermarket Type1,2098.27,3.4
NC2245,4.822,Non-Edible,0.091277,Fruits and Vegetables,122.78,OUT018,2009,Medium,Tier 3,Supermarket Type2,1031.86,5.0
NC5239,8.32,Non-Edible,0.044538,Breakfast,175.97,OUT013,1987,High,Tier 3,Supermarket Type1,167.2,4.2
FD6656,19.735,reg,0.170936,Soft Drinks,47.2,OUT018,2009,Medium,Tier 3,Supermarket Type2,408.97,4.7
FD6646,15.53,low fat,0.15338,Soft Drinks,168.01,OUT019,1985,Small,Tier 1,Grocery Store,62.1,3.8
DR9556,5.467,Low Fat,0.115618,Breads,82.46,OUT019,1985,Small,Tier 1,Grocery Store,83.9,4.7
NC2870,14.966,Non-Edible,0.061196,Soft Drinks,165.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,2198.11,4.7
DR7413,20.444,low fat,0.177466,Fruits and Vegetables,179.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,3788.73,3.6
DR4844,17.79,LF,0.112368,Baking Goods,253.92,OUT019,1985,Small,Tier 1,Grocery Store,166.06,3.4
FD5954,7.695,Regular,0.187722,Seafood,179.03,OUT019,1985,Small,Tier 1,Grocery Store,91.38,4.2
NC1713,20.644,Non-Edible,0.118347,Fruits and Vegetables,46.62,OUT049,1999,Medium,Tier 1,Supermarket Type1,50.52,3.3
FD4584,,reg,0.0,Snack Foods,90.16,OUT010,1998,Small,Tier 3,Grocery Store,305.87,3.0
NC8388,15.531,Non-Edible,0.172459,Snack Foods,217.53,OUT035,2004,Small,Tier 2,Supermarket Type1,3792.18,4.6
DR2526,6.453,Regular,0.064405,Meat,208.21,OUT010,1998,Small,Tier 3,Grocery Store,147.29,4.0
DR6393,7.229,LF,0.054605,Breads,263.71,OUT045,2002,,Tier 2,Supermarket Type1,311.36,4.0
FD5644,10.616,low fat,0.125725,Seafood,51.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,541.37,4.3
FD4544,11.781,reg,0.164993,Seafood,244.65,OUT019,1985,Small,Tier 1,Grocery Store,641.28,3.6
NC5535,5.325,Non-Edible,0.115573,Dairy,205.09,OUT019,1985,Small,Tier 1,Grocery Store,404.06,3.9
FD3541,18.73,Regular,0.138263,Hard Drinks,234.38,OUT035,2004,Small,Tier 2,Supermarket Type1,1033.46,3.4
DR6020,5.631,reg,0.0,Breakfast,133.59,OUT013,1987,High,Tier 3,Supermarket Type1,2391.6,3.1
NC1261,17.219,Non-Edible,0.065802,Hard Drinks,193.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,3488.05,4.5
NC7024,7.472,Non-Edible,0.023175,Breads,197.55,OUT046,1997,Small,Tier 1,Supermarket Type1,920.44,5.0
FD5422,19.341,reg,0.140662,Dairy,89.25,OUT045,2002,,Tier 2,Supermarket Type1,402.59,4.8
DR6179,10.072,LF,0.181313,Dairy,77.95,OUT013,1987,High,Tier 3,Supermarket Type1,283.87,1.2
FD9074,13.436,LF,0.007202,Dairy,72.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,421.88,4.3
NC7555,15.475,Non-Edible,0.0,Meat,121.88,OUT013,1987,High,Tier 3,Supermarket Type1,1961.86,4.7
DR9096,19.652,LF,0.008955,Breakfast,200.13,OUT013,1987,High,Tier 3,Supermarket Type1,2318.27,4.6
FD1095,,Regular,0.141835,Starchy Foods,162.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,1367.18,3.1
FD7942,18.431,LF,0.12972,Household,160.13,OUT027,1985,Medium,Tier 3,Supermarket Type3,2680.44,3.2
DR2337,7.028,low fat,0.13572,Starchy Foods,190.54,OUT027,1985,Medium,Tier 3,Supermarket Type3,3377.71,3.4
FD8193,18.1,reg,0.166757,Household,177.07,OUT010,1998,Small,Tier 3,Grocery Store,343.41,4.4
NC4933,5.004,Non-Edible,0.18075,Seafood,132.34,OUT045,2002,,Tier 2,Supermarket Type1,2099.39,4.6
FD7376,10.162,Low Fat,0.043621,Canned,242.41,OUT045,2002,,Tier 2,Supermarket Type1,712.46,4.5
FD4460,16.635,low fat,0.020366,Breads,158.08,OUT010,1998,Small,Tier 3,Grocery Store,256.8,1.1
DR6215,,Low Fat,0.078193,Breads,109.32,OUT019,1985,Small,Tier 1,Grocery Store,21.47,4.3
NC3090,6.777,Non-Edible,0.083022,Household,137.52,OUT010,1998,Small,Tier 3,Grocery Store,551.11,4.5
FD7479,14.47,reg,0.0,Breakfast,83.32,OUT045,2002,,Tier 2,Supermarket Type1,298.61,3.4
FD4522,15.981,Regular,0.12526,Breads,126.84,OUT018,2009,Medium,Tier 3,Supermarket Type2,1141.99,4.9
FD6811,5.891,low fat,0.120161,Health and Hygiene,112.08,OUT017,2007,,Tier 2,Supermarket Type1,1510.93,3.8
FD3828,15.601,Regular,0.0,Breads,67.76,OUT035,2004,Small,Tier 2,Supermarket Type1,537.16,4.5
FD3467,9.866,low fat,0.0,Breakfast,88.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,909.5,3.9
FD5814,,Regular,0.025584,Starchy Foods,61.48,OUT049,1999,Medium,Tier 1,Supermarket Type1,293.4,4.2
FD2376,16.916,LF,0.056563,Household,82.25,OUT046,1997,Small,Tier 1,Supermarket Type1,873.15,4.9
DR3376,12.002,Regular,0.090818,Seafood,36.28,OUT013,1987,High,Tier 3,Supermarket Type1,36.43,4.5
DR6393,7.229,LF,0.097068,Breads,263.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,6647.73,4.3
DR7315,13.827,Low Fat,0.077368,Meat,135.12,OUT017,2007,,Tier 2,Supermarket Type1,1770.32,2.9
NC9258,15.789,Non-Edible,0.17802,Seafood,230.85,OUT010,1998,Small,Tier 3,Grocery Store,119.16,4.7
FD7115,10.087,low fat,0.098482,Breads,33.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,805.6,4.9
DR5076,12.506,LF,0.130557,Snack Foods,119.93,OUT045,2002,,Tier 2,Supermarket Type1,1739.99,4.2
NC8099,14.176,Non-Edible,0.101109,Baking Goods,78.45,OUT046,1997,Small,Tier 1,Supermarket Type1,413.87,3.7
DR7770,15.375,LF,0.099788,Breads,201.38,OUT013,1987,High,Tier 3,Supermarket Type1,2875.35,3.0
FD2314,,LF,0.110166,Soft Drinks,219.6,OUT045,2002,,Tier 2,Supermarket Type1,1256.64,4.4
NC8740,7.89,Non-Edible,0.08885,Frozen Foods,176.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,314.09,3.8
NC4690,8.039,Non-Edible,0.181023,Dairy,192.73,OUT046,1997,Small,Tier 1,Supermarket Type1,1768.8,4.2
NC8275,11.131,Non-Edible,0.02213,Health and Hygiene,187.28,OUT017,2007,,Tier 2,Supermarket Type1,2119.31,3.8
NC8969,14.924,Non-Edible,0.05867,Seafood,55.47,OUT035,2004,Small,Tier 2,Supermarket Type1,152.0,4.7
FD1383,18.557,low fat,0.18683,Seafood,258.79,OUT017,2007,,Tier 2,Supermarket Type1,528.14,4.1
NC6520,18.862,Non-Edible,0.162616,Starchy Foods,37.32,OUT013,1987,High,Tier 3,Supermarket Type1,137.45,2.3
FD7537,8.576,reg,0.104047,Health and Hygiene,158.25,OUT013,1987,High,Tier 3,Supermarket Type1,1172.6,3.3
DR7074,20.971,LF,0.033261,Soft Drinks,248.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,1876.89,4.9
DR6941,20.339,low fat,0.084598,Hard Drinks,91.72,OUT046,1997,Small,Tier 1,Supermarket Type1,787.42,4.7
FD8492,11.186,reg,0.152297,Breads,256.73,OUT019,1985,Small,Tier 1,Grocery Store,233.13,2.7
FD5987,8.885,LF,0.07341,Health and Hygiene,229.47,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8,4.2
NC9482,12.641,Non-Edible,0.072522,Meat,55.82,OUT017,2007,,Tier 2,Supermarket Type1,811.82,4.3
FD6752,5.147,LF,0.101368,Health and Hygiene,209.23,OUT035,2004,Small,Tier 2,Supermarket Type1,3135.9,4.3
FD3575,10.888,LF,0.129074,Hard Drinks,66.9,OUT035,2004,Small,Tier 2,Supermarket Type1,1172.14,4.3
FD6281,11.366,Low Fat,0.029735,Frozen Foods,133.1,OUT010,1998,Small,Tier 3,Grocery Store,273.88,3.7
DR8873,6.275,low fat,0.063463,Meat,76.94,OUT018,2009,Medium,Tier 3,Supermarket Type2,1061.86,4.4
FD1132,20.502,LF,0.137313,Frozen Foods,236.56,OUT010,1998,Small,Tier 3,Grocery Store,418.81,4.3
DR1191,9.275,Low Fat,0.053078,Dairy,238.75,OUT013,1987,High,Tier 3,Supermarket Type1,2094.19,4.2
DR7315,13.827,Low Fat,0.0,Meat,135.12,OUT046,1997,Small,Tier 1,Supermarket Type1,1508.56,2.4
DR2775,,reg,0.0153,Frozen Foods,134.56,OUT019,1985,Small,Tier 1,Grocery Store,247.67,4.7
NC1033,7.158,Non-Edible,0.077396,Meat,63.53,OUT045,2002,,Tier 2,Supermarket Type1,68.96,3.0
DR2841,,reg,0.031044,Household,147.65,OUT045,2002,,Tier 2,Supermarket Type1,402.68,3.8
FD1771,20.957,reg,0.051934,Snack Foods,57.28,OUT019,1985,Small,Tier 1,Grocery Store,71.11,4.1
NC9682,19.583,Non-Edible,0.006516,Breakfast,33.99,OUT049,1999,Medium,Tier 1,Supermarket Type1,148.25,2.5
FD1630,20.984,reg,0.053256,Breads,148.46,OUT045,2002,,Tier 2,Supermarket Type1,1864.47,4.1
FD3462,11.608,LF,0.083055,Frozen Foods,125.57,OUT017,2007,,Tier 2,Supermarket Type1,1651.3,4.3
NC5959,13.429,Non-Edible,0.054926,Starchy Foods,259.24,OUT017,2007,,Tier 2,Supermarket Type1,3456.21,4.8
DR3833,19.57,LF,0.135791,Dairy,247.16,OUT019,1985,Small,Tier 1,Grocery Store,48.08,3.7
NC9180,6.96,Non-Edible,0.134058,Breakfast,98.73,OUT017,2007,,Tier 2,Supermarket Type1,113.93,4.8
NC3854,12.446,Non-Edible,0.046431,Hard Drinks,217.46,OUT045,2002,,Tier 2,Supermarket Type1,1789.42,4.9
NC4992,13.882,Non-Edible,0.038366,Breads,198.28,OUT010,1998,Small,Tier 3,Grocery Store,632.79,4.2
FD6373,21.309,Regular,0.116667,Household,120.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,782.72,4.7
DR3573,20.268,LF,0.134301,Dairy,156.98,OUT013,1987,High,Tier 3,Supermarket Type1,1295.1,4.7
DR2910,15.521,Regular,0.089925,Health and Hygiene,125.05,OUT045,2002,,Tier 2,Supermarket Type1,1036.78,4.4
NC9296,16.644,Non-Edible,0.092625,Soft Drinks,261.76,OUT013,1987,High,Tier 3,Supermarket Type1,2555.99,4.3
NC6964,13.993,Non-Edible,0.093911,Seafood,142.17,OUT019,1985,Small,Tier 1,Grocery Store,103.23,4.1
FD9312,11.737,LF,0.154905,Canned,255.89,OUT019,1985,Small,Tier 1,Grocery Store,98.44,3.5
FD9239,12.634,low fat,0.01753,Breads,62.3,OUT027,1985,Medium,Tier 3,Supermarket Type3,1105.76,4.9
NC1476,6.305,Non-Edible,0.047707,Health and Hygiene,129.61,OUT035,2004,Small,Tier 2,Supermarket Type1,274.2,4.3
NC7555,15.475,Non-Edible,0.121515,Meat,121.88,OUT010,1998,Small,Tier 3,Grocery Store,263.34,4.2
DR5584,13.919,Low Fat,0.013244,Frozen Foods,135.53,OUT027,1985,Medium,Tier 3,Supermarket Type3,1989.55,4.1
DR2451,18.495,LF,0.0,Dairy,240.25,OUT019,1985,Small,Tier 1,Grocery Store,472.71,3.2
DR4850,10.755,LF,0.155648,Breakfast,229.66,OUT046,1997,Small,Tier 1,Supermarket Type1,235.54,3.4
NC9125,5.543,Non-Edible,0.065555,Hard Drinks,108.1,OUT018,2009,Medium,Tier 3,Supermarket Type2,646.53,2.2
NC4820,6.142,Non-Edible,0.0,Frozen Foods,117.19,OUT045,2002,,Tier 2,Supermarket Type1,1056.29,4.9
FD7683,11.625,reg,0.028754,Household,186.67,OUT035,2004,Small,Tier 2,Supermarket Type1,251.65,4.7
FD8899,,Regular,0.017589,Frozen Foods,236.88,OUT046,1997,Small,Tier 1,Supermarket Type1,1576.32,4.2
FD6813,,low fat,0.112107,Household,116.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,3052.15,4.7
DR6092,16.844,Low Fat,0.04172,Health and Hygiene,65.64,OUT010,1998,Small,Tier 3,Grocery Store,204.33,3.3
FD6190,,LF,0.059654,Hard Drinks,225.28,OUT017,2007,,Tier 2,Supermarket Type1,863.33,4.1
NC4862,15.706,Non-Edible,0.0,Soft Drinks,99.42,OUT045,2002,,Tier 2,Supermarket Type1,656.2,4.4
DR6432,,Regular,0.075449,Frozen Foods,205.29,OUT010,1998,Small,Tier 3,Grocery Store,166.6,4.3
FD1316,12.84,low fat,0.0,Breakfast,255.15,OUT013,1987,High,Tier 3,Supermarket Type1,4029.08,3.5
DR2231,,LF,0.174201,Seafood,78.54,OUT027,1985,Medium,Tier 3,Supermarket Type3,897.97,3.8
NC8923,10.371,Non-Edible,0.091059,Fruits and Vegetables,237.62,OUT046,1997,Small,Tier 1,Supermarket Type1,2682.94,3.3
DR4351,5.062,Regular,0.057647,Household,159.05,OUT046,1997,Small,Tier 1,Supermarket Type1,292.27,4.8
DR1856,20.506,low fat,0.052545,Health and Hygiene,46.62,OUT035,2004,Small,Tier 2,Supermarket Type1,238.64,4.8
FD6458,20.723,LF,0.119286,Household,118.0,OUT018,2009,Medium,Tier 3,Supermarket Type2,700.56,4.1
DR8426,5.1,Regular,0.149529,Seafood,210.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,3831.07,4.0
NC8181,16.914,Non-Edible,0.005046,Seafood,137.96,OUT019,1985,Small,Tier 1,Grocery Store,137.15,4.4
FD9150,,LF,0.0,Household,204.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,402.15,1.8
NC2936,6.429,Non-Edible,0.068058,Household,254.51,OUT045,2002,,Tier 2,Supermarket Type1,3565.98,3.9
NC5299,9.666,Non-Edible,0.023323,Snack Foods,154.32,OUT046,1997,Small,Tier 1,Supermarket Type1,1815.01,3.9
DR7725,9.463,Regular,0.121551,Health and Hygiene,121.45,OUT019,1985,Small,Tier 1,Grocery Store,274.21,4.7
DR8375,15.74,LF,0.124493,Fruits and Vegetables,160.67,OUT019,1985,Small,Tier 1,Grocery Store,58.31,4.7
NC3377,9.04,Non-Edible,0.099432,Canned,169.29,OUT013,1987,High,Tier 3,Supermarket Type1,2951.85,4.2
DR7087,19.559,Low Fat,0.089785,Soft Drinks,68.98,OUT027,1985,Medium,Tier 3,Supermarket Type3,1156.04,4.8
DR5118,5.94,Low Fat,0.105358,Baking Goods,172.73,OUT035,2004,Small,Tier 2,Supermarket Type1,1453.31,3.6
NC4770,6.059,Non-Edible,0.178051,Dairy,254.29,OUT046,1997,Small,Tier 1,Supermarket Type1,3262.89,4.0
FD1995,13.72,Regular,0.03325,Household,166.99,OUT046,1997,Small,Tier 1,Supermarket Type1,2604.86,3.2
FD6530,,reg,0.0,Canned,37.14,OUT017,2007,,Tier 2,Supermarket Type1,391.87,2.0
DR6944,15.807,LF,0.088968,Fruits and Vegetables,231.53,OUT049,1999,Medium,Tier 1,Supermarket Type1,1310.49,5.0
FD7915,,LF,0.039165,Breads,69.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,1232.38,4.4
FD9214,15.745,Regular,0.104019,Breads,245.42,OUT027,1985,Medium,Tier 3,Supermarket Type3,2310.38,3.8
FD6140,20.143,reg,0.128311,Breakfast,58.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,498.1,4.5
FD7792,11.59,reg,0.02398,Dairy,125.25,OUT010,1998,Small,Tier 3,Grocery Store,89.92,3.4
NC6212,20.146,Non-Edible,0.153905,Snack Foods,42.73,OUT027,1985,Medium,Tier 3,Supermarket Type3,703.71,3.7
FD7881,20.051,Regular,0.142766,Health and Hygiene,95.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,97.53,4.8
FD1317,17.897,low fat,0.176818,Hard Drinks,175.35,OUT019,1985,Small,Tier 1,Grocery Store,106.1,2.7
DR6650,11.1,Regular,0.020645,Starchy Foods,148.13,OUT035,2004,Small,Tier 2,Supermarket Type1,536.64,4.9
FD1463,19.479,Regular,0.134889,Meat,120.72,OUT035,2004,Small,Tier 2,Supermarket Type1,1286.98,4.3
FD6731,18.612,Regular,0.073487,Health and Hygiene,242.13,OUT013,1987,High,Tier 3,Supermarket Type1,543.75,4.5
NC4771,5.083,Non-Edible,0.018518,Soft Drinks,77.22,OUT017,2007,,Tier 2,Supermarket Type1,458.73,4.9
FD3462,,LF,0.110615,Frozen Foods,125.57,OUT045,2002,,Tier 2,Supermarket Type1,1062.99,4.4
DR2342,17.259,LF,0.158126,Breads,123.11,OUT035,2004,Small,Tier 2,Supermarket Type1,1101.33,4.9
DR5053,8.09,Regular,0.062608,Snack Foods,264.45,OUT027,1985,Medium,Tier 3,Supermarket Type3,6748.83,5.0
NC8732,11.538,Non-Edible,0.049549,Hard Drinks,52.23,OUT027,1985,Medium,Tier 3,Supermarket Type3,442.64,4.2
NC8423,7.573,Non-Edible,0.013601,Baking Goods,45.65,OUT046,1997,Small,Tier 1,Supermarket Type1,399.04,3.2
FD8242,21.288,reg,0.080093,Breads,109.64,OUT017,2007,,Tier 2,Supermarket Type1,108.47,2.4
FD9959,15.957,reg,0.166456,Meat,131.32,OUT018,2009,Medium,Tier 3,Supermarket Type2,1206.96,4.5
NC5196,20.541,Non-Edible,0.162558,Seafood,144.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,1727.39,4.8
NC9981,17.334,Non-Edible,0.028326,Breads,258.87,OUT013,1987,High,Tier 3,Supermarket Type1,2200.6,3.8
NC6187,7.371,Non-Edible,0.124231,Dairy,186.74,OUT035,2004,Small,Tier 2,Supermarket Type1,1656.95,3.7
FD1771,20.957,reg,0.009825,Snack Foods,57.28,OUT019,1985,Small,Tier 1,Grocery Store,58.47,4.3
FD3744,,LF,0.022782,Soft Drinks,252.85,OUT027,1985,Medium,Tier 3,Supermarket Type3,5451.46,3.6
DR5228,19.901,reg,0.0,Canned,37.14,OUT017,2007,,Tier 2,Supermarket Type1,580.9,3.5
DR2342,17.259,LF,0.026435,Breads,123.11,OUT035,2004,Small,Tier 2,Supermarket Type1,1892.1,4.0
NC5272,10.119,Non-Edible,0.168114,Hard Drinks,265.72,OUT049,1999,Medium,Tier 1,Supermarket Type1,4251.72,3.6
FD1095,9.816,Regular,0.005537,Starchy Foods,162.08,OUT046,1997,Small,Tier 1,Supermarket Type1,1192.11,3.6
FD4528,8.451,low fat,0.029174,Soft Drinks,266.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,2499.06,3.6
NC4997,12.713,Non-Edible,0.054687,Health and Hygiene,113.8,OUT010,1998,Small,Tier 3,Grocery Store,206.93,3.3
FD7376,10.162,Low Fat,0.143513,Canned,242.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,3191.07,4.6
FD4544,11.781,reg,0.187102,Seafood,244.65,OUT018,2009,Medium,Tier 3,Supermarket Type2,2378.14,4.8
NC2048,19.344,Non-Edible,0.148652,Breakfast,76.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,1171.69,4.7
NC4646,10.694,Non-Edible,0.0,Breakfast,93.79,OUT045,2002,,Tier 2,Supermarket Type1,1632.98,3.8
NC9981,17.334,Non-Edible,0.0,Breads,258.87,OUT035,2004,Small,Tier 2,Supermarket Type1,3700.16,3.6
NC4877,7.026,Non-Edible,0.063095,Household,256.42,OUT010,1998,Small,Tier 3,Grocery Store,775.46,4.9
NC5183,12.085,Non-Edible,0.126972,Fruits and Vegetables,96.98,OUT010,1998,Small,Tier 3,Grocery Store,74.5,3.4
DR9825,20.601,LF,0.166949,Starchy Foods,150.68,OUT018,2009,Medium,Tier 3,Supermarket Type2,1980.15,3.4
NC1713,20.644,Non-Edible,0.036077,Fruits and Vegetables,46.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,845.92,3.3
FD2959,10.074,low fat,0.151838,Canned,107.13,OUT035,2004,Small,Tier 2,Supermarket Type1,1901.54,4.6
NC7651,8.954,Non-Edible,0.145571,Meat,119.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,934.12,4.9
NC9254,19.466,Non-Edible,0.01106,Frozen Foods,221.82,OUT027,1985,Medium,Tier 3,Supermarket Type3,3855.85,4.5
NC7067,11.177,Non-Edible,0.038981,Soft Drinks,121.89,OUT049,1999,Medium,Tier 1,Supermarket Type1,1005.88,1.6
DR4743,7.39,reg,0.184056,Fruits and Vegetables,45.9,OUT027,1985,Medium,Tier 3,Supermarket Type3,619.5,1.7
DR3125,10.476,Low Fat,0.087459,Soft Drinks,201.58,OUT010,1998,Small,Tier 3,Grocery Store,538.88,3.9
FD3229,8.348,reg,0.154546,Frozen Foods,185.1,OUT018,2009,Medium,Tier 3,Supermarket Type2,574.97,4.8
FD3255,10.568,Low Fat,0.148276,Snack Foods,124.82,OUT013,1987,High,Tier 3,Supermarket Type1,1298.39,4.8
DR4735,5.508,Low Fat,0.145304,Fruits and Vegetables,216.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,235.63,4.9
DR5464,15.537,reg,0.012872,Dairy,225.59,OUT035,2004,Small,Tier 2,Supermarket Type1,1647.45,2.2
FD3326,5.878,low fat,0.031133,Fruits and Vegetables,109.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,2246.22,4.1
DR2523,11.235,low fat,0.146286,Starchy Foods,116.65,OUT018,2009,Medium,Tier 3,Supermarket Type2,413.16,4.0
NC1484,7.846,Non-Edible,0.096041,Household,222.23,OUT017,2007,,Tier 2,Supermarket Type1,2383.11,3.1
DR6194,6.056,low fat,0.047294,Starchy Foods,122.91,OUT035,2004,Small,Tier 2,Supermarket Type1,1742.92,3.3
FD8014,11.532,Low Fat,0.158355,Baking Goods,221.15,OUT017,2007,,Tier 2,Supermarket Type1,2327.47,2.7
NC4235,9.959,Non-Edible,0.055858,Soft Drinks,240.39,OUT035,2004,Small,Tier 2,Supermarket Type1,937.66,3.6
FD2840,19.619,LF,0.0,Canned,207.34,OUT019,1985,Small,Tier 1,Grocery Store,123.99,4.9
NC6373,14.784,Non-Edible,0.033727,Starchy Foods,186.86,OUT019,1985,Small,Tier 1,Grocery Store,458.59,4.2
FD3992,12.38,LF,0.011322,Breakfast,44.91,OUT010,1998,Small,Tier 3,Grocery Store,73.37,4.7
DR5343,,Regular,0.186123,Household,37.99,OUT035,2004,Small,Tier 2,Supermarket Type1,477.88,4.9
FD2070,7.477,Regular,0.111934,Fruits and Vegetables,49.48,OUT046,1997,Small,Tier 1,Supermarket Type1,85.5,3.2
NC7519,15.605,Non-Edible,0.028517,Household,258.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,1253.33,4.9
DR8552,17.549,LF,0.058617,Baking Goods,137.59,OUT019,1985,Small,Tier 1,Grocery Store,31.1,3.5
FD9582,16.936,Low Fat,0.102897,Snack Foods,128.92,OUT045,2002,,Tier 2,Supermarket Type1,131.97,2.9
FD3541,,Regular,0.0,Hard Drinks,234.38,OUT045,2002,,Tier 2,Supermarket Type1,1321.14,4.2
NC8810,10.261,Non-Edible,0.157805,Health and Hygiene,175.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.02,3.8
FD7343,16.22,low fat,0.031716,Meat,226.73,OUT013,1987,High,Tier 3,Supermarket Type1,2253.84,4.2
NC6636,19.461,Non-Edible,0.036818,Breads,198.89,OUT046,1997,Small,Tier 1,Supermarket Type1,2741.22,4.6
DR2183,10.266,Low Fat,0.053616,Breakfast,167.01,OUT027,1985,Medium,Tier 3,Supermarket Type3,3237.54,2.2
NC5715,8.479,Non-Edible,0.0,Health and Hygiene,194.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,3055.5,2.1
FD1876,16.095,Low Fat,0.16045,Dairy,206.45,OUT019,1985,Small,Tier 1,Grocery Store,223.04,3.6
FD7454,9.147,reg,0.045879,Meat,206.4,OUT013,1987,High,Tier 3,Supermarket Type1,409.74,1.1
NC8071,14.919,Non-Edible,0.010099,Breakfast,213.14,OUT035,2004,Small,Tier 2,Supermarket Type1,2675.09,4.7
DR3387,19.235,reg,0.149523,Meat,78.25,OUT013,1987,High,Tier 3,Supermarket Type1,625.22,4.2
DR1116,13.668,Regular,0.162118,Breads,209.58,OUT018,2009,Medium,Tier 3,Supermarket Type2,2138.32,4.4
NC9197,14.267,Non-Edible,0.125762,Starchy Foods,101.46,OUT019,1985,Small,Tier 1,Grocery Store,87.56,4.4
FD6530,6.725,reg,0.099786,Canned,37.14,OUT046,1997,Small,Tier 1,Supermarket Type1,320.24,4.7
FD6530,6.725,reg,0.128369,Canned,37.14,OUT018,2009,Medium,Tier 3,Supermarket Type2,61.6,4.6
NC9433,20.548,Non-Edible,0.182691,Household,127.72,OUT035,2004,Small,Tier 2,Supermarket Type1,703.97,2.0
NC1267,5.702,Non-Edible,0.081887,Health and Hygiene,132.19,OUT027,1985,Medium,Tier 3,Supermarket Type3,996.03,4.4
NC6799,19.456,Non-Edible,0.006213,Snack Foods,109.89,OUT046,1997,Small,Tier 1,Supermarket Type1,556.05,1.6
FD6358,13.006,reg,0.18751,Fruits and Vegetables,130.71,OUT013,1987,High,Tier 3,Supermarket Type1,1529.15,4.5
DR5180,15.557,reg,0.177409,Hard Drinks,241.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,230.77,4.6
NC5021,16.851,Non-Edible,0.166765,Health and Hygiene,217.55,OUT045,2002,,Tier 2,Supermarket Type1,1549.25,4.7
NC3422,16.356,Non-Edible,0.006063,Starchy Foods,72.49,OUT017,2007,,Tier 2,Supermarket Type1,726.29,4.8
FD1586,10.336,LF,0.094805,Breads,161.36,OUT045,2002,,Tier 2,Supermarket Type1,1366.0,4.3
NC1261,17.219,Non-Edible,0.108949,Hard Drinks,193.55,OUT019,1985,Small,Tier 1,Grocery Store,151.59,4.0
DR3090,10.125,reg,0.038004,Starchy Foods,204.66,OUT010,1998,Small,Tier 3,Grocery Store,498.45,4.3
FD5212,7.075,Regular,0.066712,Seafood,69.55,OUT046,1997,Small,Tier 1,Supermarket Type1,667.55,4.9
DR4551,4.905,reg,0.162909,Meat,216.87,OUT017,2007,,Tier 2,Supermarket Type1,1964.03,4.8
FD1317,,low fat,0.099498,Hard Drinks,175.35,OUT035,2004,Small,Tier 2,Supermarket Type1,2057.53,3.4
FD7376,10.162,Low Fat,0.018694,Canned,242.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,1228.41,4.8
DR5851,12.173,Regular,0.043,Hard Drinks,78.79,OUT046,1997,Small,Tier 1,Supermarket Type1,275.78,4.6
NC9539,7.918,Non-Edible,0.15972,Dairy,177.7,OUT019,1985,Small,Tier 1,Grocery Store,421.78,4.2
DR9831,6.891,reg,0.119977,Baking Goods,257.0,OUT013,1987,High,Tier 3,Supermarket Type1,1561.97,4.6
DR9840,16.366,Low Fat,0.00815,Canned,214.52,OUT045,2002,,Tier 2,Supermarket Type1,1135.55,4.5
